frequency_hz,bridge_voltage_peak_v
12799.9999999872,0
12816.6666666538,0
12833.3333333205,0
12849.9999999871,0.141776702918867
12866.6666666538,0
12883.3333333204,0
12899.9999999871,0
12916.6666666537,0
12933.3333333204,0
12949.999999987,0.0232449368919846
12966.6666666537,0
12983.3333333203,0
12999.999999987,0
13016.6666666536,0
13033.3333333203,0
13049.9999999869,0.0158262575432327
13066.6666666536,0
13083.3333333202,0
13099.9999999869,0
13116.6666666535,0
13133.3333333202,0
13149.9999999868,0.0252184345392244
13166.6666666535,0
13183.3333333201,0
13199.9999999868,0
13216.6666666534,0
13233.3333333201,0
13249.9999999867,0.0847032797107133
13266.6666666534,0
13283.33333332,0
13299.9999999867,0
13316.6666666533,0
13333.33333332,0
13349.9999999866,0.0941817073365371
13366.6666666533,0
13383.3333333199,0
13399.9999999866,0
13416.6666666532,0
13433.3333333199,0
13449.9999999865,0.0236265863681657
13466.6666666532,0
13483.3333333198,0
13499.9999999865,0
13516.6666666531,0
13533.3333333198,0
13549.9999999864,0.0260551697440608
13566.6666666531,0
13583.3333333197,0
13599.9999999864,0
13616.666666653,0
13633.3333333197,0
13649.9999999863,0.0334207515244758
13666.666666653,0
13683.3333333196,0
13699.9999999863,0
13716.6666666529,0
13733.3333333196,0
13749.9999999862,0.0387502414908622
13766.6666666529,0
13783.3333333195,0
13799.9999999862,0
13816.6666666528,0
13833.3333333195,0
13849.9999999861,0.00614301294781036
13866.6666666528,0
13883.3333333194,0
13899.9999999861,0
13916.6666666527,0
13933.3333333194,0
13949.999999986,0.0515992977072739
13966.6666666527,0
13983.3333333193,0
13999.999999986,0
14016.6666666526,0
14033.3333333193,0
14049.9999999859,0.0485495899483095
14066.6666666526,0
14083.3333333192,0
14099.9999999859,0
14116.6666666525,0
14133.3333333192,0
14149.9999999858,0.0105337947005725
14166.6666666525,0
14183.3333333191,0
14199.9999999858,0
14216.6666666524,0
14233.3333333191,0
14249.9999999857,0.00690897525320897
14266.6666666524,0
14283.333333319,0
14299.9999999857,0
14316.6666666523,0
14333.333333319,0
14349.9999999856,0.0262358837585915
14366.6666666523,0
14383.3333333189,0
14399.9999999856,0
14416.6666666522,0
14433.3333333189,0
14449.9999999855,0.00356757169231053
14466.6666666522,0
14483.3333333188,0
14499.9999999855,0
14516.6666666521,0
14533.3333333188,0
14549.9999999854,0.00328835777433936
14566.6666666521,0
14583.3333333187,0
14599.9999999854,0
14616.666666652,0
14633.3333333187,0
14649.9999999853,0.0284020506655509
14666.666666652,0
14683.3333333186,0
14699.9999999853,0
14716.6666666519,0
14733.3333333186,0
14749.9999999852,0.022225849156462
14766.6666666519,0
14783.3333333185,0
14799.9999999852,0
14816.6666666518,0
14833.3333333185,0
14849.9999999851,0.0785628006787745
14866.6666666518,0
14883.3333333184,0
14899.9999999851,0
14916.6666666517,0
14933.3333333184,0
14949.999999985,0.00747257791065692
14966.6666666517,0
14983.3333333183,0
14999.999999985,0
15016.6666666516,0
15033.3333333183,0
15049.9999999849,0.0287423290612191
15066.6666666516,0
15083.3333333182,0
15099.9999999849,0
15116.6666666515,0
15133.3333333182,0
15149.9999999848,0.00987829792041864
15166.6666666515,0
15183.3333333181,0
15199.9999999848,0
15216.6666666514,0
15233.3333333181,0
15249.9999999847,0.00512146634964475
15266.6666666514,0
15283.333333318,0
15299.9999999847,0
15316.6666666513,0
15333.333333318,0
15349.9999999846,0.0440392375304673
15366.6666666513,0
15383.3333333179,0
15399.9999999846,0
15416.6666666512,0
15433.3333333179,0
15449.9999999845,0.0945420078489925
15466.6666666512,0
15483.3333333178,0
15499.9999999845,0
15516.6666666511,0
15533.3333333178,0
15549.9999999844,0.00600800206566855
15566.6666666511,0
15583.3333333177,0
15599.9999999844,0
15616.666666651,0
15633.3333333177,0
15649.9999999843,0.0862376692230365
15666.666666651,0
15683.3333333176,0
15699.9999999843,0
15716.6666666509,0
15733.3333333176,0
15749.9999999842,0.073358448739882
15766.6666666509,0
15783.3333333175,0
15799.9999999842,0
15816.6666666508,0
15833.3333333175,0
15849.9999999841,0.0177936801038718
15866.6666666508,0
15883.3333333174,0
15899.9999999841,0
15916.6666666507,0
15933.3333333174,0
15949.999999984,0.024850786056347
15966.6666666507,0
15983.3333333173,0
15999.999999984,0
16016.6666666506,0
16033.3333333173,0
16049.9999999839,0.0469970872322262
16066.6666666506,0
16083.3333333172,0
16099.9999999839,0
16116.6666666505,0
16133.3333333172,0
16149.9999999838,0.00457857974999095
16166.6666666505,0
16183.3333333171,0
16199.9999999838,0
16216.6666666504,0
16233.3333333171,0
16249.9999999837,0.00512023556794391
16266.6666666504,0
16283.333333317,0
16299.9999999837,0
16316.6666666503,0
16333.333333317,0
