vin_v,vout_v,mode,duty,average_inductor_current_a,ripple_pp_a,peak_inductor_current_a,rms_inductor_current_a
35.0,42.0,boost,0.16666666666666663,15.037593984962406,0.5833333333333333,15.329260651629072,15.038536808415207
35.0,54.0,boost,0.35185185185185186,15.037593984962406,1.2314814814814814,15.653334725703147,15.041795495989838
58.0,42.0,buck,0.7241379310344828,11.904761904761905,1.1586206896551725,12.484072249589492,11.909459384635324
58.0,54.0,buck,0.9310344827586207,9.25925925925926,0.37241379310344824,9.445466155810983,9.259883352376502
