irradiance_w_m2,temperature_degC,vmpp_v,available_power_w,pv_power_w,mppt_efficiency,grid_power_w,mean_bus_v,bus_ripple_pp_v,current_thd,power_factor,saturation_fraction
1000,25,46.6063340413182,498.261999321922,498.219890525076,0.999915488644723,471.902014760183,47.9930113672393,1.13368371921248,0.0268409384270584,0.999283903878771,0
600,25,46.1506963744961,294.740159875585,294.710929382389,0.999900826228743,285.222768642292,48.0050864527228,0.697279851628942,0.0483252899849044,0.998041116215905,0
900,25,46.5593964919673,447.739362647081,447.698035128684,0.999907697375203,425.978119510854,47.9816262863091,1.04657993308577,0.028457197534329,0.999151960898196,0
900,45,42.5290681228946,405.114835593741,405.070594847326,0.999890794553723,386.740736165689,47.9969756526498,0.928852467816505,0.0302031741937575,0.998928307117146,0
900,10,49.6021015831105,479.841244872111,477.559668627911,0.995245143537404,452.256453076605,47.9741215384485,1.09134952556459,0.0240049086700401,0.999242859777828,0
