time_s,v_ref_v,v_out_filtered_v,i_load_a
0.015770,-39.612,-40.051,-24.060
0.015780,-39.581,-40.026,-24.045
0.015790,-39.550,-40.001,-24.030
0.015800,-39.518,-39.976,-24.015
0.015810,-39.486,-39.950,-23.999
0.015820,-39.454,-39.924,-23.983
0.015830,-39.421,-39.897,-23.967
0.015840,-39.388,-39.870,-23.951
0.015850,-39.354,-39.843,-23.935
0.015860,-39.320,-39.815,-23.918
0.015870,-39.286,-39.787,-23.901
0.015880,-39.251,-39.758,-23.884
0.015890,-39.216,-39.729,-23.867
0.015900,-39.180,-39.700,-23.849
0.015910,-39.144,-39.670,-23.831
0.015920,-39.108,-39.640,-23.813
0.015930,-39.071,-39.609,-23.795
0.015940,-39.034,-39.579,-23.776
0.015950,-38.996,-39.547,-23.757
0.015960,-38.958,-39.515,-23.738
0.015970,-38.920,-39.483,-23.719
0.015980,-38.882,-39.451,-23.699
0.015990,-38.843,-39.418,-23.680
0.016000,-38.803,-39.385,-23.660
0.016010,-38.763,-39.351,-23.639
0.016020,-38.723,-39.317,-23.619
0.016030,-38.683,-39.283,-23.598
0.016040,-38.642,-39.248,-23.577
0.016050,-38.600,-39.213,-23.556
0.016060,-38.559,-39.177,-23.535
0.016070,-38.516,-39.141,-23.513
0.016080,-38.474,-39.105,-23.491
0.016090,-38.431,-39.068,-23.469
0.016100,-38.388,-39.031,-23.447
0.016110,-38.344,-38.993,-23.424
0.016120,-38.300,-38.955,-23.402
0.016130,-38.256,-38.917,-23.379
0.016140,-38.211,-38.878,-23.355
0.016150,-38.166,-38.839,-23.332
0.016160,-38.121,-38.800,-23.308
0.016170,-38.075,-38.760,-23.284
0.016180,-38.029,-38.720,-23.260
0.016190,-37.982,-38.679,-23.236
0.016200,-37.935,-38.638,-23.211
0.016210,-37.888,-38.597,-23.186
0.016220,-37.840,-38.555,-23.161
0.016230,-37.792,-38.513,-23.136
0.016240,-37.743,-38.470,-23.110
0.016250,-37.694,-38.428,-23.085
0.016260,-37.645,-38.384,-23.059
0.016270,-37.595,-38.341,-23.032
0.016280,-37.545,-38.297,-23.006
0.016290,-37.495,-38.252,-22.979
0.016300,-37.444,-38.207,-22.952
0.016310,-37.393,-38.162,-22.925
0.016320,-37.342,-38.117,-22.898
0.016330,-37.290,-38.071,-22.870
0.016340,-37.238,-38.025,-22.843
0.016350,-37.185,-37.978,-22.814
0.016360,-37.132,-37.931,-22.786
0.016370,-37.079,-37.883,-22.758
0.016380,-37.025,-37.836,-22.729
0.016390,-36.971,-37.788,-22.700
0.016400,-36.917,-37.739,-22.671
0.016410,-36.862,-37.690,-22.642
0.016420,-36.807,-37.641,-22.612
0.016430,-36.752,-37.591,-22.582
0.016440,-36.696,-37.541,-22.552
0.016450,-36.640,-37.491,-22.522
0.016460,-36.583,-37.440,-22.491
0.016470,-36.526,-37.389,-22.461
0.016480,-36.469,-37.337,-22.430
0.016490,-36.411,-37.286,-22.399
0.016500,-36.353,-37.233,-22.367
0.016510,-36.295,-37.181,-22.336
0.016520,-36.236,-37.128,-22.304
0.016530,-36.177,-37.075,-22.272
0.016540,-36.117,-37.021,-22.240
0.016550,-36.058,-36.967,-22.207
0.016560,-35.997,-36.912,-22.174
0.016570,-35.937,-36.858,-22.141
0.016580,-35.876,-36.802,-22.108
0.016590,-35.815,-36.747,-22.075
0.016600,-35.753,-36.691,-22.041
0.016610,-35.691,-36.635,-22.008
0.016620,-35.629,-36.578,-21.974
0.016630,-35.566,-36.521,-21.939
0.016640,-35.503,-36.464,-21.905
0.016650,-35.440,-36.406,-21.870
0.016660,-35.376,-36.348,-21.835
0.016670,-35.312,-36.290,-21.800
0.016680,-35.248,-36.231,-21.765
0.016690,-35.183,-36.172,-21.730
0.016700,-35.118,-36.112,-21.694
0.016710,-35.053,-36.053,-21.658
0.016720,-34.987,-35.992,-21.622
0.016730,-34.921,-35.932,-21.585
0.016740,-34.855,-35.871,-21.549
0.016750,-34.788,-35.810,-21.512
0.016760,-34.721,-35.748,-21.475
0.016770,-34.653,-35.686,-21.438
0.016780,-34.585,-35.624,-21.400
0.016790,-34.517,-35.561,-21.363
0.016800,-34.449,-35.498,-21.325
0.016810,-34.380,-35.435,-21.287
0.016820,-34.311,-35.371,-21.248
0.016830,-34.241,-35.307,-21.210
0.016840,-34.171,-35.243,-21.171
0.016850,-34.101,-35.178,-21.132
0.016860,-34.030,-35.113,-21.093
0.016870,-33.960,-35.047,-21.054
0.016880,-33.888,-34.982,-21.014
0.016890,-33.817,-34.915,-20.975
0.016900,-33.745,-34.849,-20.935
0.016910,-33.673,-34.782,-20.895
0.016920,-33.600,-34.715,-20.854
0.016930,-33.527,-34.647,-20.814
0.016940,-33.454,-34.580,-20.773
0.016950,-33.381,-34.511,-20.732
0.016960,-33.307,-34.443,-20.691
0.016970,-33.232,-34.374,-20.649
0.016980,-33.158,-34.305,-20.608
0.016990,-33.083,-34.235,-20.566
0.017000,-33.008,-34.165,-20.524
0.017010,-32.932,-34.095,-20.482
0.017020,-32.857,-34.024,-20.440
0.017030,-32.780,-33.954,-20.397
0.017040,-32.704,-33.882,-20.354
0.017050,-32.627,-33.811,-20.311
0.017060,-32.550,-33.739,-20.268
0.017070,-32.473,-33.667,-20.225
0.017080,-32.395,-33.594,-20.181
0.017090,-32.317,-33.521,-20.137
0.017100,-32.238,-33.448,-20.093
0.017110,-32.160,-33.374,-20.049
0.017120,-32.081,-33.300,-20.005
0.017130,-32.001,-33.226,-19.960
0.017140,-31.922,-33.152,-19.915
0.017150,-31.842,-33.077,-19.870
0.017160,-31.761,-33.002,-19.825
0.017170,-31.681,-32.926,-19.780
0.017180,-31.600,-32.850,-19.734
0.017190,-31.518,-32.774,-19.688
0.017200,-31.437,-32.697,-19.642
0.017210,-31.355,-32.621,-19.596
0.017220,-31.273,-32.543,-19.550
0.017230,-31.190,-32.466,-19.503
0.017240,-31.108,-32.388,-19.457
0.017250,-31.025,-32.310,-19.410
0.017260,-30.941,-32.232,-19.363
0.017270,-30.857,-32.153,-19.315
0.017280,-30.773,-32.074,-19.268
0.017290,-30.689,-31.994,-19.220
0.017300,-30.605,-31.915,-19.172
0.017310,-30.520,-31.835,-19.124
0.017320,-30.434,-31.754,-19.076
0.017330,-30.349,-31.674,-19.027
0.017340,-30.263,-31.593,-18.979
0.017350,-30.177,-31.512,-18.930
0.017360,-30.091,-31.430,-18.881
0.017370,-30.004,-31.348,-18.832
0.017380,-29.917,-31.266,-18.782
0.017390,-29.830,-31.183,-18.733
0.017400,-29.742,-31.101,-18.683
0.017410,-29.654,-31.018,-18.633
0.017420,-29.566,-30.934,-18.583
0.017430,-29.477,-30.850,-18.533
0.017440,-29.389,-30.766,-18.482
0.017450,-29.300,-30.682,-18.432
0.017460,-29.210,-30.597,-18.381
0.017470,-29.121,-30.512,-18.330
0.017480,-29.031,-30.427,-18.279
0.017490,-28.940,-30.342,-18.227
0.017500,-28.850,-30.256,-18.176
0.017510,-28.759,-30.170,-18.124
0.017520,-28.668,-30.083,-18.072
0.017530,-28.577,-29.996,-18.020
0.017540,-28.485,-29.909,-17.968
0.017550,-28.393,-29.822,-17.915
0.017560,-28.301,-29.735,-17.862
0.017570,-28.209,-29.647,-17.810
0.017580,-28.116,-29.558,-17.757
0.017590,-28.023,-29.470,-17.703
0.017600,-27.930,-29.381,-17.650
0.017610,-27.836,-29.292,-17.597
0.017620,-27.742,-29.203,-17.543
0.017630,-27.648,-29.113,-17.489
0.017640,-27.554,-29.023,-17.435
0.017650,-27.459,-28.933,-17.381
0.017660,-27.364,-28.842,-17.326
0.017670,-27.269,-28.751,-17.272
0.017680,-27.173,-28.660,-17.217
0.017690,-27.078,-28.569,-17.162
0.017700,-26.982,-28.477,-17.107
0.017710,-26.885,-28.385,-17.052
0.017720,-26.789,-28.293,-16.997
0.017730,-26.692,-28.201,-16.941
0.017740,-26.595,-28.108,-16.885
0.017750,-26.497,-28.015,-16.829
0.017760,-26.400,-27.922,-16.773
0.017770,-26.302,-27.828,-16.717
0.017780,-26.204,-27.734,-16.661
0.017790,-26.106,-27.640,-16.604
0.017800,-26.007,-27.546,-16.547
0.017810,-25.908,-27.451,-16.491
0.017820,-25.809,-27.356,-16.434
0.017830,-25.709,-27.261,-16.376
0.017840,-25.610,-27.165,-16.319
0.017850,-25.510,-27.069,-16.261
0.017860,-25.410,-26.973,-16.204
0.017870,-25.309,-26.877,-16.146
0.017880,-25.209,-26.781,-16.088
0.017890,-25.108,-26.684,-16.030
0.017900,-25.007,-26.587,-15.971
0.017910,-24.905,-26.489,-15.913
0.017920,-24.804,-26.392,-15.854
0.017930,-24.702,-26.294,-15.795
0.017940,-24.600,-26.196,-15.736
0.017950,-24.497,-26.097,-15.677
0.017960,-24.395,-25.999,-15.618
0.017970,-24.292,-25.900,-15.559
0.017980,-24.189,-25.800,-15.499
0.017990,-24.085,-25.701,-15.439
0.018000,-23.982,-25.601,-15.380
0.018010,-23.878,-25.501,-15.319
0.018020,-23.774,-25.401,-15.259
0.018030,-23.669,-25.301,-15.199
0.018040,-23.565,-25.200,-15.139
0.018050,-23.460,-25.099,-15.078
0.018060,-23.355,-24.998,-15.017
0.018070,-23.250,-24.897,-14.956
0.018080,-23.145,-24.795,-14.895
0.018090,-23.039,-24.693,-14.834
0.018100,-22.933,-24.591,-14.772
0.018110,-22.827,-24.488,-14.711
0.018120,-22.721,-24.386,-14.649
0.018130,-22.614,-24.283,-14.588
0.018140,-22.507,-24.180,-14.526
0.018150,-22.400,-24.076,-14.463
0.018160,-22.293,-23.973,-14.401
0.018170,-22.185,-23.869,-14.339
0.018180,-22.078,-23.765,-14.276
0.018190,-21.970,-23.661,-14.214
0.018200,-21.862,-23.556,-14.151
0.018210,-21.753,-23.451,-14.088
0.018220,-21.645,-23.346,-14.025
0.018230,-21.536,-23.241,-13.962
0.018240,-21.427,-23.136,-13.898
0.018250,-21.318,-23.030,-13.835
0.018260,-21.209,-22.924,-13.771
0.018270,-21.099,-22.818,-13.707
0.018280,-20.989,-22.712,-13.644
0.018290,-20.879,-22.605,-13.579
0.018300,-20.769,-22.498,-13.515
0.018310,-20.658,-22.391,-13.451
0.018320,-20.548,-22.284,-13.387
0.018330,-20.437,-22.176,-13.322
0.018340,-20.326,-22.069,-13.257
0.018350,-20.215,-21.961,-13.192
0.018360,-20.103,-21.853,-13.128
0.018370,-19.992,-21.744,-13.062
0.018380,-19.880,-21.636,-12.997
0.018390,-19.768,-21.527,-12.932
0.018400,-19.656,-21.418,-12.866
0.018410,-19.543,-21.309,-12.801
0.018420,-19.431,-21.199,-12.735
0.018430,-19.318,-21.090,-12.669
0.018440,-19.205,-20.980,-12.603
0.018450,-19.092,-20.870,-12.537
0.018460,-18.978,-20.760,-12.471
0.018470,-18.865,-20.649,-12.405
0.018480,-18.751,-20.538,-12.338
0.018490,-18.637,-20.428,-12.271
0.018500,-18.523,-20.317,-12.205
0.018510,-18.409,-20.205,-12.138
0.018520,-18.294,-20.094,-12.071
0.018530,-18.179,-19.982,-12.004
0.018540,-18.065,-19.870,-11.937
0.018550,-17.950,-19.758,-11.869
0.018560,-17.834,-19.646,-11.802
0.018570,-17.719,-19.534,-11.734
0.018580,-17.603,-19.421,-11.667
0.018590,-17.488,-19.308,-11.599
0.018600,-17.372,-19.195,-11.531
0.018610,-17.256,-19.082,-11.463
0.018620,-17.139,-18.969,-11.395
0.018630,-17.023,-18.855,-11.327
0.018640,-16.907,-18.741,-11.258
0.018650,-16.790,-18.627,-11.190
0.018660,-16.673,-18.513,-11.121
0.018670,-16.556,-18.399,-11.053
0.018680,-16.439,-18.284,-10.984
0.018690,-16.321,-18.170,-10.915
0.018700,-16.204,-18.055,-10.846
0.018710,-16.086,-17.940,-10.777
0.018720,-15.968,-17.825,-10.708
0.018730,-15.850,-17.709,-10.638
0.018740,-15.732,-17.594,-10.569
0.018750,-15.613,-17.478,-10.500
0.018760,-15.495,-17.362,-10.430
0.018770,-15.376,-17.246,-10.360
0.018780,-15.258,-17.130,-10.290
0.018790,-15.139,-17.013,-10.220
0.018800,-15.019,-16.897,-10.150
0.018810,-14.900,-16.780,-10.080
0.018820,-14.781,-16.663,-10.010
0.018830,-14.661,-16.546,-9.940
0.018840,-14.542,-16.429,-9.869
0.018850,-14.422,-16.311,-9.799
0.018860,-14.302,-16.194,-9.728
0.018870,-14.182,-16.076,-9.657
0.018880,-14.061,-15.958,-9.587
0.018890,-13.941,-15.840,-9.516
0.018900,-13.821,-15.722,-9.445
0.018910,-13.700,-15.603,-9.373
0.018920,-13.579,-15.485,-9.302
0.018930,-13.458,-15.366,-9.231
0.018940,-13.337,-15.247,-9.160
0.018950,-13.216,-15.129,-9.088
0.018960,-13.094,-15.009,-9.017
0.018970,-12.973,-14.890,-8.945
0.018980,-12.851,-14.771,-8.873
0.018990,-12.730,-14.651,-8.801
0.019000,-12.608,-14.531,-8.730
0.019010,-12.486,-14.412,-8.658
0.019020,-12.364,-14.292,-8.585
0.019030,-12.242,-14.172,-8.513
0.019040,-12.119,-14.051,-8.441
0.019050,-11.997,-13.931,-8.369
0.019060,-11.874,-13.810,-8.296
0.019070,-11.752,-13.690,-8.224
0.019080,-11.629,-13.569,-8.151
0.019090,-11.506,-13.448,-8.079
0.019100,-11.383,-13.327,-8.006
0.019110,-11.260,-13.206,-7.933
0.019120,-11.136,-13.084,-7.860
0.019130,-11.013,-12.963,-7.787
0.019140,-10.890,-12.841,-7.714
0.019150,-10.766,-12.719,-7.641
0.019160,-10.642,-12.598,-7.568
0.019170,-10.519,-12.476,-7.494
0.019180,-10.395,-12.354,-7.421
0.019190,-10.271,-12.231,-7.348
0.019200,-10.147,-12.109,-7.274
0.019210,-10.022,-11.986,-7.201
0.019220,-9.898,-11.864,-7.127
0.019230,-9.774,-11.741,-7.053
0.019240,-9.649,-11.618,-6.980
0.019250,-9.525,-11.495,-6.906
0.019260,-9.400,-11.372,-6.832
0.019270,-9.275,-11.249,-6.758
0.019280,-9.150,-11.126,-6.684
0.019290,-9.025,-11.003,-6.610
0.019300,-8.900,-10.879,-6.535
0.019310,-8.775,-10.756,-6.461
0.019320,-8.650,-10.632,-6.387
0.019330,-8.525,-10.508,-6.313
0.019340,-8.399,-10.384,-6.238
0.019350,-8.274,-10.260,-6.164
0.019360,-8.148,-10.136,-6.089
0.019370,-8.023,-10.012,-6.014
0.019380,-7.897,-9.888,-5.940
0.019390,-7.771,-9.763,-5.865
0.019400,-7.645,-9.639,-5.790
0.019410,-7.519,-9.514,-5.715
0.019420,-7.393,-9.389,-5.640
0.019430,-7.267,-9.265,-5.566
0.019440,-7.141,-9.140,-5.490
0.019450,-7.015,-9.015,-5.415
0.019460,-6.888,-8.890,-5.340
0.019470,-6.762,-8.765,-5.265
0.019480,-6.636,-8.639,-5.190
0.019490,-6.509,-8.514,-5.115
0.019500,-6.383,-8.389,-5.039
0.019510,-6.256,-8.263,-4.964
0.019520,-6.129,-8.138,-4.888
0.019530,-6.002,-8.012,-4.813
0.019540,-5.876,-7.886,-4.737
0.019550,-5.749,-7.760,-4.662
0.019560,-5.622,-7.635,-4.586
0.019570,-5.495,-7.509,-4.511
0.019580,-5.368,-7.383,-4.435
0.019590,-5.241,-7.256,-4.359
0.019600,-5.114,-7.130,-4.283
0.019610,-4.986,-7.004,-4.208
0.019620,-4.859,-6.878,-4.132
0.019630,-4.732,-6.751,-4.056
0.019640,-4.605,-6.625,-3.980
0.019650,-4.477,-6.498,-3.904
0.019660,-4.350,-6.372,-3.828
0.019670,-4.222,-6.245,-3.752
0.019680,-4.095,-6.118,-3.676
0.019690,-3.967,-5.992,-3.599
0.019700,-3.840,-5.865,-3.523
0.019710,-3.712,-5.738,-3.447
0.019720,-3.584,-5.611,-3.371
0.019730,-3.457,-5.484,-3.294
0.019740,-3.329,-5.357,-3.218
0.019750,-3.201,-5.230,-3.142
0.019760,-3.073,-5.103,-3.065
0.019770,-2.946,-4.976,-2.989
0.019780,-2.818,-4.848,-2.913
0.019790,-2.690,-4.721,-2.836
0.019800,-2.562,-4.594,-2.760
0.019810,-2.434,-4.466,-2.683
0.019820,-2.306,-4.339,-2.607
0.019830,-2.178,-4.211,-2.530
0.019840,-2.050,-4.084,-2.453
0.019850,-1.922,-3.956,-2.377
0.019860,-1.794,-3.829,-2.300
0.019870,-1.666,-3.701,-2.223
0.019880,-1.538,-3.574,-2.147
0.019890,-1.410,-3.446,-2.070
0.019900,-1.282,-3.318,-1.993
0.019910,-1.153,-3.190,-1.917
0.019920,-1.025,-3.063,-1.840
0.019930,-0.897,-2.935,-1.763
0.019940,-0.769,-2.807,-1.686
0.019950,-0.641,-2.679,-1.609
0.019960,-0.513,-2.551,-1.532
0.019970,-0.385,-2.423,-1.456
0.019980,-0.256,-2.295,-1.379
